life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling,status_Developing
51.2,434.0,78,1.2,58.59644487,75.0,183,18.9,113,73.0,6.51,78.0,16.3,3.8,7.9,1
58.0,434.0,80,1.23,67.33378735,75.0,12598,18.5,117,71.0,6.87,8.0,16.2,3.9,7.3,1
54.0,429.0,82,1.54,46.58195631,76.0,9396,18.1,120,69.0,5.91,83.0,15.9,3.9,7.0,1
51.0,424.0,85,1.68,42.52689559,76.0,28898,17.7,124,67.0,6.39,85.0,15.3,4.0,6.7,1
49.8,416.0,87,2.16,40.82597077,76.0,7155,17.3,127,76.0,6.45,76.0,14.5,4.0,6.2,1
49.5,48.0,90,2.09,37.82511936,25.0,7085,16.9,132,72.0,5.64,73.0,13.4,4.1,5.8,1
49.0,43.0,93,1.14,47.17250718,67.86666666666666,7375,16.5,136,69.0,6.16,7.0,12.2,4.2,5.4,1
66.6,199.0,39,0.35133333333333333,0.0,89.0,6,23.8,50,89.0,2.0126666666666666,89.0,0.3,12.8,9.1,1
66.4,21.0,40,0.01,45.33788677,88.0,122,22.9,52,88.0,2.28,88.0,0.3,12.9,9.1,1
66.2,22.0,42,0.7,38.33793462,75.0,1010,22.1,55,76.0,2.16,75.0,0.4,12.9,9.1,1
65.9,25.0,44,0.55,38.4279083,58.0,2175,21.3,58,87.0,2.22,84.0,0.5,13.0,9.1,1
65.6,27.0,47,0.33,21.23698847,4.0,2046,2.5,61,9.0,1.87,84.0,0.5,13.0,9.1,1
65.4,29.0,49,0.3,17.48293752,92.0,190,19.8,65,9.0,1.92,9.0,0.5,13.1,8.8,1
65.2,211.0,52,0.28,11.05247903,91.0,329,19.1,69,9.0,2.5,9.0,0.6,13.1,8.5,1
59.2,296.0,59,0.3,9.53048032,85.0,333,18.3,96,85.0,1.87,85.0,0.6,13.2,8.2,1
64.5,217.0,58,0.26,0.5305728,85.0,1088,17.6,78,84.0,1.68,86.0,0.6,13.2,8.1,1
64.2,22.0,61,0.28,4.632776304,75.0,760,17.0,83,82.0,1.78,82.0,0.6,13.2,8.0,1
63.9,224.0,64,0.28,2.7938431880000003,62.0,314,16.4,87,86.0,1.83,73.0,0.5,13.2,7.9,1
63.5,228.0,66,0.44,4.15451614,39.0,1329,15.7,90,92.0,1.97,82.0,0.5,13.3,7.8,1
63.2,231.0,69,0.4,3.8242124719999997,8.0,830,15.2,93,86.0,1.97,78.0,0.5,13.3,7.7,1
62.8,235.0,71,0.41,3.421880938,65.46153846153847,736,14.6,96,84.0,2.5,79.0,0.4,13.3,7.6,1
62.5,239.0,72,0.38,1.9171639999999999,65.46153846153847,2519,14.1,98,77.0,1.8,73.0,0.4,13.3,7.6,1
62.1,243.0,73,0.35,2.511437292,65.46153846153847,845,13.6,100,88.0,1.84,82.0,0.4,13.3,7.5,1
65.8,248.0,2,4.710666666666667,0.0,92.0,212,35.7,3,92.0,7.398666666666667,92.0,2.1,8.2,11.7,1
65.9,242.0,2,0.01,751.3982718999999,88.0,477,34.9,3,88.0,8.93,88.0,2.2,8.6,11.7,1
66.1,232.0,3,0.01,760.6550553,89.0,1028,34.1,3,89.0,8.53,89.0,2.5,9.0,11.6,1
65.8,232.0,3,0.01,796.8734262999999,84.0,86,33.3,4,84.0,8.24,84.0,3.7,9.5,11.5,1
64.3,268.0,3,7.84,7.896234931,82.0,79,32.5,4,85.0,8.78,82.0,4.7,9.9,11.5,1
63.0,299.0,3,7.58,719.5535161,83.0,3138,31.8,4,83.0,7.89,83.0,6.2,1.4,11.4,1
62.4,36.0,3,7.99,575.6748069,86.33333333333333,4076,31.0,4,83.0,8.5,83.0,8.7,1.9,11.4,1
61.7,317.0,3,6.28,59.55033546,86.33333333333334,0,3.2,4,83.0,7.15,83.0,11.7,11.5,11.3,1
60.0,356.0,3,5.12,62.11039296,86.33333333333334,21,29.4,4,81.0,6.99,86.0,15.2,12.0,11.3,1
57.0,431.0,3,4.94,459.15723990000004,86.33333333333334,3,28.7,4,74.0,7.2,86.0,19.2,12.6,11.4,1
55.1,477.0,3,4.89,457.7200522,86.33333333333334,4,27.9,4,86.0,7.32,86.0,22.1,13.1,11.6,1
54.7,483.0,3,4.8,368.28482579999996,86.33333333333336,4,27.2,4,81.0,6.47,81.0,24.0,13.7,11.7,1
55.0,471.0,3,5.28,294.6571552,86.33333333333336,262,26.5,4,82.0,6.52,79.0,24.7,14.2,11.7,1
55.7,452.0,3,5.09,203.73228930000002,86.33333333333334,1278,25.8,4,78.0,6.17,77.0,24.6,14.7,11.8,1
56.5,426.0,3,5.09,205.80788330000001,86.33333333333334,416,25.1,4,79.0,6.18,78.0,23.9,15.2,11.7,1
57.4,41.0,3,5.73,35.80978512,86.33333333333333,469,24.5,4,8.0,6.11,79.0,22.8,15.7,11.5,1
69.2,165.0,17,0.19,0.0,91.0,1599,19.1,21,9.0,5.889333333333334,91.0,0.1,15.7,12.2,1
69.6,158.0,18,0.01,8.523486403,92.0,1279,18.5,22,92.0,5.8,92.0,0.1,15.9,12.4,1
69.3,162.0,19,0.27,80.15505125,92.0,1861,18.0,24,92.0,5.69,92.0,0.1,16.1,12.3,1
68.9,167.0,20,0.26,80.58788376,9.0,3362,17.4,25,9.0,5.89,9.0,0.2,16.3,12.3,1
68.4,172.0,22,0.27,112.12290279999999,92.0,2359,16.9,27,92.0,6.73,92.0,0.2,16.5,12.0,1
68.0,178.0,23,0.24,84.62302524,82.0,190,16.4,30,83.0,6.43,82.0,0.2,16.7,11.1,1
67.5,183.0,25,0.22,6.19357029,89.0,189,15.9,32,93.0,6.41,89.0,0.2,16.9,10.5,1
67.0,189.0,27,0.21,70.27113179,82.0,2089,15.4,35,82.0,6.44,82.0,0.2,17.0,10.1,1
66.6,194.0,29,0.2,52.22906505,82.0,1415,14.9,38,82.0,5.84,82.0,0.2,17.2,10.0,1
66.0,21.0,31,0.2,45.87989927,69.0,2838,14.4,41,91.0,5.7,89.0,0.2,17.4,9.6,1
65.4,28.0,33,0.2,4.259752532,41.0,5023,13.9,44,78.0,5.72,75.0,0.2,17.6,9.4,1
64.7,218.0,35,0.21,31.93187316,27.0,12074,13.4,47,8.0,5.82,8.0,0.2,17.8,9.3,1
64.3,22.0,38,0.2,2.79096532,2.0,13344,12.9,50,76.0,5.48,78.0,0.1,18.0,9.2,1
63.1,238.0,40,0.19,23.18394594,65.38461538461539,6749,12.4,54,72.0,5.6,72.0,0.1,18.2,8.6,1
63.2,23.0,43,0.09,21.92813881,65.38461538461539,10849,11.9,58,73.0,5.36,72.0,0.1,18.3,9.0,1
62.5,238.0,46,0.08,17.912336800000002,65.38461538461539,9397,11.4,62,74.0,5.43,74.0,0.1,18.5,8.9,1
74.8,145.0,2,3.5966666666666667,0.0,98.0,0,54.0,2,99.0,6.730666666666666,98.0,0.1,1.8,11.7,1
74.5,148.0,2,3.55,473.12381239999996,98.0,0,53.2,3,99.0,9.4,98.0,0.1,1.8,11.6,1
73.9,157.0,2,3.58,366.48418039999996,98.0,0,52.4,3,99.0,8.43,98.0,0.1,1.8,11.5,1
73.9,157.0,2,3.63,334.81742460000004,98.0,0,51.7,3,99.0,8.4,98.0,0.1,1.8,11.5,1
74.5,147.0,3,3.39,321.61325930000004,98.0,0,5.9,3,99.0,6.39,98.0,0.1,1.8,11.5,1
73.2,154.0,3,3.38,302.70454110000003,98.0,0,5.2,3,99.0,6.58,98.0,0.1,1.9,11.4,1
73.2,163.0,3,3.36,292.75310099999996,98.0,0,49.4,3,99.0,6.82,98.0,0.2,1.9,11.3,1
72.5,169.0,3,3.64,275.064434,97.0,0,48.6,3,97.0,6.98,97.0,0.2,1.9,11.1,1
72.5,173.0,3,3.83,253.0007812,93.0,0,47.9,4,93.0,6.91,93.0,0.2,2.0,11.0,1
73.0,17.0,3,3.69,21.41123529,88.0,0,47.1,4,88.0,6.33,88.0,0.3,2.0,11.0,1
71.2,194.0,3,3.7,218.5716179,86.0,0,46.4,4,87.0,6.11,86.0,0.3,2.0,11.0,1
71.0,194.0,4,3.81,36.81621175,79.0,0,45.7,4,8.0,6.13,79.0,0.3,2.1,11.0,1
76.0,198.0,4,3.77,2.542436908,86.0,0,44.9,5,86.0,6.12,86.0,0.3,2.1,11.0,1
75.0,197.0,4,3.5,2.0923438930000002,85.0,0,44.2,5,85.0,5.71,85.0,0.4,2.2,10.7,1
73.0,193.0,4,3.51,22.35595448,87.0,0,43.5,5,89.0,5.26,87.0,0.4,2.2,10.4,1
73.0,192.0,4,3.61,15.25518816,83.0,0,42.8,5,85.0,5.39,83.0,0.4,2.2,10.1,1
61.8,22.0,49,0.09133333333333335,0.0,65.0,7693,19.3,87,65.0,6.577333333333332,65.0,0.4,9.6,5.4,1
61.4,223.0,49,0.01,3.3040398989999997,68.0,1142,18.9,88,67.0,5.82,68.0,0.5,9.8,5.3,1
69.0,227.0,49,0.01,31.50243237,67.0,1224,18.5,89,56.0,5.9,67.0,0.6,1.0,5.3,1
63.0,232.0,49,0.01,29.75517982,71.0,272,18.1,90,71.0,6.11,71.0,0.7,1.3,5.1,1
59.4,241.0,50,0.15,32.22493445,75.0,771,17.7,93,4.0,6.66,75.0,0.7,1.5,4.8,1
58.2,252.0,50,0.12,5.8837605360000005,7.0,372,17.3,95,75.0,6.36,7.0,0.9,1.7,4.5,1
57.1,263.0,51,0.11,5.665405066,71.0,801,16.9,99,71.0,6.98,71.0,1.1,11.0,4.2,1
56.0,272.0,52,0.12,40.37835666,60.57142857142857,1317,16.5,102,68.0,6.76,67.0,1.3,11.2,4.0,1
55.2,276.0,53,0.1,35.80929749,60.57142857142857,282,16.1,106,57.0,6.94,57.0,1.4,11.4,3.8,1
54.5,277.0,54,0.11,43.42193066,60.57142857142857,59,15.7,110,52.0,7.39,51.0,1.5,11.6,3.7,1
53.7,278.0,55,0.11,3.751715442,60.57142857142857,2183,15.4,114,46.0,7.15,45.0,1.6,11.9,3.5,1
52.9,279.0,56,0.11,20.86118432,60.57142857142856,63057,15.0,118,45.0,6.61,43.0,1.6,12.1,3.1,1
52.1,28.0,56,0.1,20.26876572,60.57142857142856,54190,14.6,121,44.0,6.23,41.0,1.6,12.3,3.0,1
51.4,282.0,57,0.1,17.58722718,60.57142857142856,31584,14.3,124,43.0,6.55,39.0,1.6,12.5,2.9,1
56.0,283.0,57,0.11,1.817829717,60.57142857142856,61208,13.9,127,42.0,7.1,36.0,1.6,12.7,2.9,1
50.0,284.0,58,0.1,13.35783844,60.57142857142856,21319,13.6,128,41.0,6.1,34.0,1.5,12.8,2.8,1
54.5,344.0,483,8.646666666666667,0.0,49.0,12423,25.4,747,49.0,3.7106666666666666,49.0,3.7,9.8,10.0,1
53.6,362.0,490,0.01,263.2111031,49.0,6855,24.7,759,49.0,3.67,49.0,3.9,1.1,10.0,1
53.2,367.0,498,8.3,194.2032879,46.0,52852,24.1,773,46.0,3.7,46.0,3.9,1.4,9.8,1
52.7,374.0,505,8.54,204.7186256,42.0,6447,23.5,788,42.0,3.3,42.0,4.4,1.7,9.7,1
52.3,375.0,513,8.75,187.5733187,46.0,18843,22.8,802,48.0,3.69,48.0,4.7,11.0,9.6,1
52.0,374.0,521,8.9,133.1230872,49.0,8491,22.2,817,54.0,3.47,54.0,4.8,11.3,9.5,1
51.6,376.0,527,9.05,14.567646799999999,63.0,1272,21.6,832,66.0,4.24,63.0,4.9,11.7,9.3,1
59.0,386.0,536,9.3,105.5910629,41.0,9960,21.0,848,6.0,4.0,53.0,5.0,12.0,9.2,1
55.0,388.0,542,9.55,104.4746444,42.0,2613,2.4,863,54.0,4.47,42.0,5.2,12.3,9.1,1
49.8,396.0,549,9.66,10.35779424,27.0,704,19.9,879,46.0,3.66,4.0,5.3,12.6,9.0,1
49.2,4.0,556,9.71,6.416252787,18.0,110927,19.3,893,45.0,4.11,36.0,5.4,12.9,8.9,1
48.5,47.0,563,9.76,57.22555815,42.90909090909091,31521,18.8,907,43.0,4.33,33.0,5.4,13.2,8.5,1
48.1,41.0,567,9.75,30.19550849,42.90909090909091,141258,18.3,918,42.0,4.5,29.0,5.4,13.5,8.1,1
47.7,49.0,571,9.61,17.137754,42.90909090909091,42007,17.8,928,4.0,2.43,25.0,5.3,13.8,7.7,1
47.4,48.0,574,9.58,15.830985,42.9090909090909,168107,17.3,936,36.0,3.25,27.0,5.1,14.1,8.0,1
47.1,45.0,576,9.23,22.48177606,42.9090909090909,212183,16.9,943,31.0,2.84,29.0,4.9,14.3,7.6,1
76.6,99.0,1,0.5346666666666667,0.0,99.0,0,54.6,1,99.0,2.8766666666666665,99.0,0.1,7.1,13.7,1
76.4,11.0,1,0.4,166.1913728,99.0,0,53.5,1,99.0,3.55,99.0,0.1,7.1,13.7,1
76.2,12.0,1,0.46,1154.893473,98.0,0,52.8,1,99.0,2.76,98.0,0.1,7.0,13.7,1
76.0,14.0,1,0.51,1055.835493,98.0,13,52.3,1,99.0,2.52,98.0,0.1,7.0,13.7,1
75.8,15.0,1,0.54,158.27708,99.0,5,52.0,1,99.0,2.49,99.0,0.1,6.9,13.6,1
75.6,16.0,1,0.56,129.2260751,99.0,3,51.8,1,99.0,2.74,99.0,0.1,6.9,13.5,1
75.4,18.0,1,0.56,1040.6294619999999,98.0,19,51.5,1,96.0,2.83,98.0,0.1,6.9,12.4,1
75.2,19.0,1,0.57,123.09662979999999,99.0,18,51.1,1,97.0,2.1,99.0,0.1,6.9,11.9,1
74.9,113.0,1,0.57,88.45038011,99.0,24,5.6,1,97.0,2.43,99.0,0.1,7.0,11.5,1
74.7,115.0,1,0.58,78.51141,99.0,13,5.1,1,98.0,2.31,98.0,0.1,7.0,11.6,1
74.3,118.0,1,0.63,854.0115758,99.0,25,49.5,1,99.0,2.59,99.0,0.1,7.0,11.5,1
74.0,122.0,1,0.61,70.46762486,99.0,18,48.9,1,99.0,2.98,99.0,0.1,7.1,11.5,1
73.6,127.0,1,0.56,65.65631302,99.0,1,48.1,1,99.0,3.17,99.0,0.1,7.1,11.2,1
73.3,13.0,1,0.54,585.9170945000001,99.0,5,47.3,1,99.0,3.18,99.0,0.1,7.1,11.0,1
72.9,134.0,1,0.55,564.5425663,99.0,15,46.5,1,99.0,3.8,99.0,0.1,7.1,10.7,1
72.6,138.0,1,0.38,62.86657508,99.0,15,45.9,1,99.0,3.7,99.0,0.1,7.2,10.4,1
66.4,161.0,352,0.026000000000000006,0.0,72.0,386,25.4,433,72.0,2.9039999999999995,72.0,0.1,19.2,8.1,1
66.2,162.0,359,0.01,62.29361092,72.0,1370,24.7,442,72.0,2.61,72.0,0.1,19.4,7.8,1
66.0,163.0,365,0.04,60.18648815,72.0,8749,23.9,450,72.0,2.7,72.0,0.1,19.6,7.7,1
65.7,165.0,369,0.04,59.65900139,72.0,8046,23.2,456,72.0,2.76,72.0,0.1,19.8,7.6,1
65.5,167.0,371,0.04,57.87736282,74.0,4386,22.5,459,75.0,3.1,74.0,0.1,2.0,7.5,1
65.1,172.0,372,0.04,0.66751505,82.0,4321,21.9,461,82.0,3.2,82.0,0.1,2.2,7.5,1
64.8,175.0,371,0.03,0.6972155809999999,78.0,863,21.3,460,7.0,2.94,71.0,0.1,2.5,7.3,1
64.6,177.0,369,0.03,5.447133608,65.0,1129,2.6,460,7.0,3.26,62.0,0.1,2.7,7.3,1
64.4,178.0,367,0.03,3.9127445169999997,75.0,2801,2.1,459,75.0,3.35,75.0,0.1,2.8,6.7,1
64.2,179.0,365,0.03,40.36829999,78.0,7641,19.5,458,77.0,3.4,78.0,0.1,21.0,6.5,1
62.9,2.0,364,0.04,30.59320769,7.0,2981,18.9,459,78.0,2.91,77.0,0.1,21.2,6.1,1
63.7,183.0,364,0.01,28.98323119,65.0,4248,18.4,461,65.0,2.56,65.0,0.1,21.4,5.6,1
63.5,185.0,366,0.01,24.23455671,63.0,4740,17.9,466,69.0,2.61,67.0,0.1,21.6,5.6,1
63.2,187.0,371,0.01,22.39387584,67.3076923076923,3903,17.4,474,71.0,2.76,68.0,0.1,21.8,5.5,1
63.0,189.0,377,0.01,1.766663097,67.3076923076923,3849,16.9,483,68.0,2.61,65.0,0.1,22.0,5.4,1
62.8,19.0,385,0.02,18.84534312,67.3076923076923,2064,16.4,495,65.0,2.79,62.0,0.1,22.2,5.3,1
77.8,118.0,1,6.212,0.0,73.0,0,57.8,1,72.0,7.722,73.0,0.1,1.9,13.0,1
77.6,119.0,1,6.74,1842.463782,8.0,0,57.1,1,8.0,8.3,8.0,0.1,1.9,13.0,1
77.5,118.0,1,6.89,1694.467075,8.0,0,56.3,1,81.0,8.9,8.0,0.1,1.9,12.9,1
77.2,12.0,1,6.95,201.7490628,85.0,0,55.6,1,87.0,7.25,85.0,0.1,1.9,12.8,1
77.3,121.0,1,6.9,119.21242749999999,87.0,4,54.9,1,91.0,7.5,87.0,0.1,2.0,12.9,1
76.5,122.0,1,6.94,1199.319976,94.0,0,54.2,2,95.0,8.5,94.0,0.1,2.0,12.8,1
76.8,127.0,1,6.87,1092.155356,85.0,0,53.4,2,85.0,7.56,85.0,0.1,2.0,12.8,1
76.5,127.0,1,6.74,956.8229765000001,86.0,0,52.7,2,86.0,6.75,86.0,0.1,2.0,12.8,1
76.4,124.0,1,6.16,76.2508038,85.0,0,51.9,2,84.0,6.31,85.0,0.2,2.1,12.9,1
76.2,125.0,1,5.72,631.1251711,88.0,0,51.1,2,98.0,7.0,88.0,0.1,2.1,12.9,1
75.8,122.0,1,5.53,623.9100503,92.0,0,5.3,2,88.0,7.48,92.0,0.1,2.1,12.9,1
75.8,123.0,1,5.69,527.60848,95.0,0,49.5,2,92.0,8.9,95.0,0.2,2.2,12.8,1
75.5,126.0,1,5.52,58.45976019,98.0,0,48.6,2,95.0,7.6,98.0,0.1,2.2,12.8,1
75.7,125.0,1,5.52,78.80940216,98.0,0,47.8,2,99.0,8.3,99.0,0.2,2.3,12.6,1
75.5,124.0,2,5.43,7.320514461,98.0,0,46.9,2,95.0,7.72,99.0,0.1,2.3,12.4,1
75.7,121.0,2,5.58,9.87102142,78.66666666666667,0,45.9,2,99.0,7.76,98.0,0.2,2.4,12.1,1
62.9,275.0,10,0.5806666666666666,0.0,67.0,38,48.6,12,74.0,5.462666666666667,73.0,0.6,1.3,10.0,1
62.7,278.0,10,0.01,208.2311603,67.0,2299,47.9,13,64.0,4.26,73.0,0.7,1.3,10.0,1
62.4,281.0,10,0.01,25.70881695,73.0,12,47.2,13,8.0,4.78,79.0,0.8,1.3,10.0,1
62.2,284.0,10,0.01,31.6357652,68.0,0,46.4,13,81.0,4.55,74.0,1.0,1.3,9.9,1
62.0,285.0,10,0.88,23.40731286,66.0,0,45.7,13,69.0,4.94,72.0,1.0,1.3,9.9,1
61.8,286.0,10,0.79,18.99961966,56.0,0,44.9,14,72.0,4.18,67.0,1.1,1.4,9.6,1
61.6,288.0,11,0.82,20.53327531,66.0,0,44.2,14,79.0,4.36,73.0,1.1,1.4,9.2,1
61.4,29.0,11,0.81,103.7277727,59.0,0,43.4,14,76.0,4.6,63.0,1.3,1.4,8.9,1
61.1,295.0,11,0.71,85.7175381,61.0,0,42.7,14,72.0,4.4,71.0,1.4,1.4,8.6,1
68.0,299.0,11,0.64,126.61421370000001,71.0,1,41.9,14,67.0,5.92,72.0,1.5,1.4,8.2,1
64.0,37.0,11,0.84,12.05551997,63.0,1222,41.1,15,61.0,6.42,72.0,1.5,1.4,7.9,1
59.9,314.0,11,0.58,158.001946,6.0,1385,4.4,15,59.0,8.39,62.0,1.5,1.5,7.6,1
59.6,321.0,11,0.59,124.3789361,67.0,3863,39.6,14,62.0,6.79,68.0,1.4,1.5,7.2,1
59.3,327.0,11,0.61,110.98030619999999,6.0,17620,38.9,14,54.0,7.69,61.0,1.4,1.5,6.9,1
59.1,331.0,11,0.68,93.37278497,59.0,4023,38.2,14,52.0,6.68,55.0,1.3,1.5,6.6,1
58.9,335.0,11,0.73,62.56273841,57.0,7135,37.5,14,51.0,3.98,59.0,1.1,1.6,6.2,1
74.0,146.0,2,5.527333333333334,0.0,93.0,0,5.2,3,89.0,6.778666666666665,93.0,0.2,2.0,12.3,1
73.9,147.0,3,0.01,561.7684701000001,87.0,0,49.4,3,83.0,9.81,87.0,0.2,2.0,12.3,1
73.8,148.0,3,5.03,573.4346982000001,86.0,0,48.6,3,8.0,1.49,86.0,0.2,2.0,12.3,1
73.6,148.0,3,5.36,441.8446244,87.0,0,47.9,3,83.0,1.33,87.0,0.1,2.0,12.3,1
73.4,15.0,3,5.79,472.1932825,89.0,0,47.1,3,84.0,9.42,89.0,0.1,2.1,12.3,1
73.2,152.0,3,5.65,359.9760397,89.0,0,46.4,3,85.0,9.1,89.0,0.1,2.1,12.4,1
73.0,155.0,3,5.39,30.93519548,85.0,0,45.6,3,81.0,9.14,85.0,0.1,2.1,12.1,1
72.7,157.0,3,6.14,34.73924576,87.0,0,44.9,4,85.0,7.6,89.0,0.1,2.1,11.9,1
72.5,159.0,3,5.61,318.6201852,86.0,0,44.2,4,95.0,6.41,95.0,0.1,2.2,12.0,1
72.3,161.0,3,5.61,26.18072382,92.0,0,43.5,4,98.0,6.43,98.0,0.2,2.2,12.1,1
72.1,163.0,3,6.38,20.68037294,92.0,0,42.8,4,96.0,6.7,96.0,0.2,2.3,12.3,1
71.9,165.0,3,6.2,20.60083027,9.0,0,42.0,4,92.0,5.78,92.0,0.2,2.3,12.1,1
71.7,166.0,4,6.64,155.4233076,86.0,0,41.3,4,86.0,5.99,86.0,0.1,2.4,12.7,1
71.5,168.0,4,5.66,152.8293973,82.15384615384616,0,4.6,4,87.0,6.77,87.0,0.1,2.4,12.2,1
71.2,17.0,4,6.66,233.8488603,82.15384615384616,0,39.8,5,9.0,7.61,89.0,0.1,2.5,11.8,1
79.0,172.0,4,6.78,273.57587689999997,82.15384615384616,0,39.1,5,86.0,8.1,86.0,0.1,2.5,11.6,1
75.5,123.0,8,4.278666666666666,0.0,9.0,4,55.6,10,88.0,4.926666666666667,9.0,0.1,1.1,13.4,1
75.3,125.0,8,0.01,973.728675,88.0,0,54.9,10,78.0,5.47,88.0,0.1,1.1,13.4,1
75.3,125.0,8,5.38,946.6521164999999,88.0,0,54.2,11,71.0,5.23,88.0,0.1,1.1,13.4,1
74.9,129.0,9,5.14,885.9858185,95.0,0,53.6,11,94.0,5.18,95.0,0.1,1.1,13.4,1
74.5,133.0,9,4.83,759.5380695,91.0,0,52.9,12,91.0,4.93,91.0,0.2,1.1,13.4,1
73.7,14.0,10,4.72,69.43934508,93.0,0,52.2,12,92.0,5.3,93.0,0.2,1.1,13.3,1
73.8,14.0,10,4.69,570.4532468,93.0,0,51.5,13,92.0,5.36,93.0,0.3,1.2,13.3,1
73.9,138.0,11,4.85,58.498974200000006,93.0,1,5.8,14,93.0,4.73,93.0,0.3,1.2,13.2,1
74.0,133.0,11,4.29,516.4037021,93.0,0,5.2,15,93.0,4.6,93.0,0.3,1.2,13.2,1
74.2,134.0,12,4.22,448.76704620000004,94.0,0,49.5,15,94.0,4.47,94.0,0.4,1.2,13.0,1
72.8,148.0,13,4.44,411.56456529999997,94.0,0,48.8,16,66.0,4.72,77.0,0.4,1.3,13.0,1
72.2,151.0,14,4.27,356.9393805,92.0,0,48.1,18,81.0,4.56,86.0,0.4,1.3,12.8,1
72.1,152.0,15,4.5,34.70333523,65.0,0,47.4,19,95.0,4.6,94.0,0.4,1.3,13.3,1
72.6,144.0,16,4.03,40.53777863,83.6923076923077,0,46.7,20,95.0,4.94,95.0,0.4,1.4,13.9,1
72.4,142.0,17,4.22,302.5359058,83.6923076923077,0,46.1,22,9.0,4.98,9.0,0.5,1.4,13.4,1
71.4,154.0,18,4.59,297.5112337,83.69230769230768,1,45.4,24,93.0,4.83,98.0,0.5,1.4,13.5,1
68.5,211.0,52,4.510666666666666,0.0,6.0,619,25.4,66,79.0,3.9053333333333335,6.0,0.1,1.0,11.7,1
68.4,214.0,54,4.52,31.27232188,67.0,58848,24.8,68,77.0,4.71,67.0,0.1,1.0,11.7,1
68.1,219.0,55,4.61,24.58973399,89.0,2920,24.3,69,84.0,4.56,89.0,0.1,1.0,11.7,1
68.1,217.0,56,5.02,212.74184879999999,88.0,1536,23.7,71,88.0,4.46,88.0,0.1,1.0,11.6,1
68.0,218.0,57,4.96,191.4949779,87.0,6538,23.1,72,87.0,4.29,87.0,0.1,1.0,11.5,1
67.9,218.0,58,4.85,198.2563794,77.0,6368,22.6,74,78.0,4.37,79.0,0.1,1.0,11.4,1
68.0,219.0,59,4.42,159.53484890000001,85.0,1469,22.1,76,86.0,4.41,87.0,0.1,1.0,11.7,1
67.5,217.0,60,4.21,155.4767618,88.0,341,21.6,78,91.0,4.5,91.0,0.1,1.0,11.5,1
67.5,216.0,62,4.19,137.327474,87.0,530,21.1,80,87.0,3.94,87.0,0.1,1.0,11.4,1
67.3,219.0,63,4.08,121.3625467,77.0,9,2.6,82,88.0,3.95,88.0,0.1,1.0,11.5,1
67.0,223.0,65,4.22,105.7306982,49.0,118,2.1,84,9.0,3.91,89.0,0.1,1.0,11.6,1
67.3,218.0,66,4.45,13.39905105,48.0,3025,19.6,86,85.0,3.23,88.0,0.1,1.0,11.6,1
67.2,217.0,67,4.44,0.9011492879999999,52.0,10511,19.2,87,85.0,3.25,84.0,0.1,1.0,11.6,1
66.8,221.0,68,4.42,0.09987219,42.0,7003,18.7,89,77.0,2.79,79.0,0.1,1.0,11.4,1
66.8,221.0,68,4.54,69.0204245,45.0,7360,18.3,89,76.0,3.0,79.0,0.1,1.0,11.4,1
66.8,219.0,69,4.73,11.69704463,7.0,7120,17.8,90,74.0,3.21,78.0,0.1,1.0,11.4,1
78.2,68.0,0,1.0813333333333333,0.0,99.0,18,69.3,0,99.0,2.6013333333333337,99.0,0.1,5.2,13.4,1
78.1,69.0,0,1.15,5063.513104,89.0,46,68.4,0,99.0,2.19,89.0,0.1,5.2,13.4,1
77.9,7.0,0,1.2,515.0734795,97.0,73,67.7,0,99.0,2.15,97.0,0.1,5.1,13.4,1
77.8,72.0,0,1.13,5163.32918,93.0,160,67.0,0,93.0,2.16,92.0,0.1,5.1,13.4,1
77.5,74.0,0,1.16,4409.17067,93.0,101,66.5,0,92.0,1.93,93.0,0.1,5.1,12.4,1
77.3,76.0,0,1.16,37.76848819,97.0,295,66.0,0,98.0,2.9,97.0,0.1,5.0,12.0,1
77.0,79.0,0,1.11,3688.694288,99.0,112,65.6,0,98.0,2.63,99.0,0.1,5.0,11.8,1
76.8,82.0,0,1.37,5484.143308,97.0,0,65.2,0,98.0,1.87,97.0,0.1,5.0,11.7,1
76.7,83.0,0,1.24,44.18506273,94.0,361,65.1,0,97.0,2.31,94.0,0.1,4.9,12.6,1
76.6,83.0,0,1.28,448.5952989,96.0,144,65.0,0,95.0,2.58,96.0,0.1,4.9,13.7,1
76.6,84.0,0,1.18,4582.476081,97.0,74,65.1,0,98.0,3.1,97.0,0.1,4.8,13.7,1
76.6,84.0,0,1.11,4064.743869,97.0,29,65.0,0,95.0,3.61,96.0,0.1,4.8,13.5,1
76.5,85.0,0,1.0,4049.972347,93.0,24,64.7,0,93.0,4.14,92.0,0.1,4.8,12.8,1
76.4,85.0,0,0.87,188.6782945,98.0,34,64.1,0,96.0,2.71,96.0,0.1,4.8,12.2,1
76.3,87.0,0,0.76,170.0494537,93.0,23,63.3,0,93.0,2.56,93.0,0.1,4.8,12.6,1
76.2,88.0,0,0.5,1559.287158,89.0,46,62.4,0,91.0,2.18,8.0,0.1,4.8,13.0,1
82.3,64.0,1,8.855333333333334,0.0,98.0,7,31.7,2,98.0,5.912,98.0,0.1,1.5,11.081979927007296,1
