status,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling
Developing,73.4,157.0,6,5.93,97.52211538,8.0,0,56.8,7,82.0,4.12,83.0,0.3,3.3,13.2
Developing,72.1,174.0,6,5.93,857.1307037,74.0,0,55.8,7,85.0,4.26,85.0,0.4,3.3,13.1
Developing,73.1,16.0,6,5.91,843.7876994999999,8.0,2,54.7,7,84.0,4.22,84.0,0.7,3.3,13.0
Developing,72.7,166.0,6,6.02,664.5585242000001,83.0,0,53.6,8,85.0,4.6,88.0,0.9,3.3,12.9
Developing,73.6,157.0,6,6.05,587.8828227999999,8.0,0,52.6,8,85.0,4.41,82.0,1.2,3.4,12.9
Developing,73.3,161.0,6,6.12,49.09241952,81.0,0,51.5,8,86.0,4.2,82.0,1.4,3.4,12.8
Developing,72.9,164.0,6,6.05,74.8217488,81.0,0,5.4,8,86.0,4.34,85.0,1.6,3.4,12.7
Developing,72.3,178.0,7,6.2,352.9551269,84.0,0,49.3,8,88.0,4.34,89.0,1.8,3.5,12.6
Developing,69.7,28.0,7,5.71,289.7418649,87.0,0,48.2,8,86.0,4.26,87.0,2.0,3.5,12.6
Developing,69.3,214.0,7,5.16,182.61625149999998,82.0,0,47.2,8,66.0,4.28,79.0,2.1,3.6,12.5
Developing,73.0,22.0,7,6.32,293.0196601,79.0,0,46.1,8,65.0,5.53,79.0,2.3,3.6,12.4
Developing,71.4,189.0,7,6.43,4.67359227,63.0,0,45.1,8,74.0,5.79,82.0,2.4,3.7,12.3
Developing,71.2,188.0,7,6.13,340.02399449999996,66.0,113,44.1,9,71.0,5.59,72.0,2.5,3.8,12.3
Developing,72.0,176.0,7,6.58,44.79247812,68.0,253,43.1,9,71.0,5.9,78.0,2.5,3.8,12.2
Developing,76.2,118.0,6,3.8073333333333332,0.0,78.0,0,54.2,7,84.0,5.879999999999999,78.0,0.1,1.2,14.0
Developing,76.0,121.0,6,3.82,79.11626341,83.0,0,53.5,7,84.0,9.16,83.0,0.1,1.2,14.0
Developing,76.0,121.0,6,3.77,59.12850204,87.0,0,52.8,8,87.0,7.29,87.0,0.1,1.3,13.4
Developing,75.5,127.0,7,3.92,41.88087712,88.0,72,52.1,8,85.0,6.48,87.0,0.1,1.3,13.3
Developing,75.3,131.0,7,3.99,344.7412164,88.0,257,51.4,8,85.0,5.92,88.0,0.1,1.3,13.2
Developing,75.0,134.0,7,3.95,367.9285652,9.0,0,5.7,8,88.0,5.9,91.0,0.1,1.3,13.1
Developing,75.1,137.0,7,3.87,282.1440066,91.0,0,5.0,8,91.0,5.58,94.0,0.1,1.3,13.1
Developing,74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,1.3,13.0
Developing,74.7,14.0,7,3.63,19.60467787,94.0,0,48.6,9,95.0,5.94,96.0,0.2,1.4,12.9
Developing,74.4,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,1.4,12.8
Developing,74.2,151.0,8,3.54,18.09317114,92.0,0,47.2,9,89.0,5.87,92.0,0.3,1.4,12.8
Developing,74.4,148.0,8,3.65,16.37920405,88.0,0,46.5,9,9.0,6.22,88.0,0.3,1.5,12.7
Developing,74.4,151.0,8,3.69,18.26183281,82.0,0,45.8,10,97.0,6.46,87.0,0.3,1.5,12.6
Developing,73.6,157.0,8,3.88,187.3843511,75.0,0,45.1,10,88.0,4.62,88.0,0.3,1.5,12.5
Developing,73.4,158.0,9,4.13,14.588740300000001,69.0,2,44.3,10,9.0,3.86,89.0,0.3,1.6,12.4
Developing,72.8,163.0,9,3.99,84.17527008,36.0,0,43.6,11,83.0,3.38,87.0,0.3,1.6,12.4
Developing,79.0,159.0,51,0.18866666666666668,0.0,93.0,5432,61.1,60,93.0,5.346,93.0,0.1,2.8,13.1
Developing,78.0,161.0,53,0.21,0.0,94.0,1314,6.2,62,94.0,5.64,94.0,0.1,2.8,13.1
Developing,79.0,159.0,54,0.21,0.0,97.0,405,59.4,63,97.0,5.46,97.0,0.1,2.9,12.8
Developing,72.0,165.0,54,0.23,0.0,93.0,245,58.6,64,93.0,5.29,93.0,0.1,2.9,12.4
Developing,74.0,168.0,55,0.22,0.0,96.0,26,57.8,64,96.0,5.4,96.0,0.1,2.9,12.4
Developing,70.0,173.0,54,0.22,0.0,97.0,16,57.0,64,97.0,4.8,97.0,0.1,3.0,12.2
Developing,69.9,174.0,54,0.21,0.0,97.0,608,56.2,64,97.0,5.1,97.0,0.1,3.0,12.0
Developing,69.8,172.0,54,0.24,0.0,97.0,668,55.5,65,97.0,4.82,97.0,0.1,3.1,11.9
Developing,69.7,171.0,55,0.21,0.0,98.0,1684,54.8,65,98.0,4.95,98.0,0.1,3.1,11.7
Developing,69.5,175.0,55,0.18,0.0,98.0,953,54.2,66,98.0,5.24,98.0,0.1,3.2,11.5
Developing,69.4,174.0,56,0.16,0.0,98.0,77,53.5,68,98.0,5.6,98.0,0.1,3.2,11.4
Developing,69.0,176.0,57,0.16,0.0,97.0,80,52.9,70,97.0,5.21,97.0,0.1,3.3,11.2
Developing,68.6,178.0,59,0.15,0.0,98.0,164,52.3,72,98.0,5.41,98.0,0.1,3.3,11.3
Developing,68.7,177.0,61,0.15,0.0,97.0,653,51.8,75,97.0,5.97,97.0,0.1,3.4,11.2
Developing,68.6,177.0,63,0.14,0.0,99.0,2150,51.2,78,99.0,5.75,99.0,0.1,3.5,11.1
Developing,68.8,171.0,65,0.14,0.0,98.0,2633,5.7,82,98.0,5.55,98.0,0.1,3.6,11.0
Developing,73.5,178.0,2,2.6926666666666668,0.0,91.0,0,56.1,2,92.0,7.103333333333334,91.0,0.2,1.6,13.2
Developing,73.3,181.0,2,2.52,665.7260253,93.0,0,55.4,2,93.0,6.77,94.0,0.2,1.6,13.2
Developing,73.0,184.0,2,2.42,653.6925016,92.0,0,54.7,2,92.0,6.95,92.0,0.2,1.6,13.2
Developing,73.0,181.0,2,2.48,591.7757569,92.0,0,54.1,2,93.0,6.7,92.0,0.3,1.6,13.2
Developing,72.0,197.0,2,2.37,549.2783081,89.0,0,53.4,2,9.0,6.81,89.0,0.3,1.7,13.0
Developing,72.0,191.0,2,2.36,469.3904193,89.0,0,52.8,2,89.0,6.91,89.0,0.3,1.7,12.9
Developing,71.4,23.0,2,2.55,416.43383989999995,91.0,0,52.1,2,91.0,6.83,91.0,0.3,1.7,12.8
Developing,71.7,194.0,2,2.68,53.95949877,98.0,0,51.4,3,98.0,6.21,98.0,0.3,1.8,13.4
Developing,71.2,23.0,2,2.83,52.30172215,99.0,0,5.8,3,99.0,6.32,99.0,0.3,1.8,12.9
Developing,75.0,211.0,3,2.77,57.74562629,96.0,0,5.1,3,96.0,6.68,96.0,0.2,1.8,12.9
Developing,71.0,213.0,3,2.77,440.60270419999995,89.0,0,49.4,3,89.0,7.19,89.0,0.2,1.9,12.7
Developing,70.0,215.0,3,2.9,398.60583219999995,9.0,0,48.6,3,9.0,7.3,9.0,0.3,1.9,12.4
Developing,69.9,29.0,3,3.1,400.1342971,94.0,0,47.8,4,93.0,7.61,94.0,0.3,2.0,12.0
Developing,73.0,24.0,3,2.97,29.68529375,81.0,0,47.0,4,81.0,7.9,81.0,0.4,2.0,11.8
Developing,68.9,219.0,4,2.88,332.1056586,75.0,2,46.2,4,94.0,8.2,92.0,0.4,2.1,11.6
Developing,69.0,218.0,4,2.79,353.6690328,99.0,0,45.3,5,98.0,8.17,99.0,0.4,2.1,11.3
Developing,58.2,32.0,3,7.341999999999999,0.0,16.0,1250,24.5,4,17.0,2.9293333333333327,16.0,4.2,8.4,9.2
Developing,57.9,32.0,3,0.01,13.40477417,2.0,13,24.0,4,24.0,3.8,2.0,4.4,8.5,9.2
Developing,57.4,327.0,3,10.72,156.3907685,9.0,321,23.5,4,3.0,3.73,3.0,5.7,8.6,9.2
Developing,56.7,337.0,3,11.89,1500.412635,9.0,1190,23.0,4,3.0,4.0,24.0,8.2,8.7,9.2
Developing,56.2,344.0,3,10.99,1493.051277,9.0,0,22.6,4,39.0,3.29,41.0,7.7,8.9,9.2
Developing,56.1,339.0,3,9.93,1192.696619,9.0,0,22.1,4,59.0,3.84,44.0,7.2,9.0,9.2
Developing,55.7,34.0,3,7.97,115.0692415,9.0,78,21.7,4,57.0,5.32,43.0,7.3,9.2,9.1
Developing,55.4,338.0,3,8.34,1705.678619,9.0,436,21.3,4,55.0,2.31,42.0,6.3,9.3,9.1
Developing,55.0,339.0,3,6.86,1024.5195429999999,9.0,5,2.9,4,54.0,2.25,41.0,5.9,9.5,9.0
Developing,54.8,337.0,3,7.28,827.5979335,9.0,0,2.5,4,52.0,2.13,4.0,5.3,9.7,9.0
Developing,54.4,337.0,3,7.19,12.0661671,9.0,0,2.2,4,5.0,1.63,39.0,4.9,9.8,8.7
Developing,54.1,336.0,3,6.28,44.54768305,9.0,38,19.8,4,48.0,2.4,38.0,4.4,1.0,8.5
Developing,53.8,334.0,3,7.13,309.7834587,9.0,18,19.5,4,46.0,2.23,37.0,3.6,1.2,8.4
Developing,53.5,334.0,3,6.01,234.78742069999998,9.0,24,19.1,4,44.0,2.5,36.0,2.9,1.4,8.2
Developing,53.1,334.0,3,5.07,197.78395519999998,9.0,1339,18.7,4,43.0,1.78,35.0,2.3,1.6,8.0
Developing,52.7,336.0,3,4.46,14.95451321,9.0,0,18.3,4,41.0,2.73,34.0,1.9,1.7,0.0
Developing,69.9,188.0,0,1.462666666666667,0.0,99.0,0,62.7,0,99.0,3.8973333333333335,99.0,0.1,4.0,15.3
Developing,69.7,19.0,0,0.01,50.539484,99.0,0,61.9,0,99.0,4.49,99.0,0.1,4.0,15.2
Developing,69.6,192.0,0,0.01,460.6487805,99.0,0,61.1,0,99.0,4.26,99.0,0.1,4.0,15.0
Developing,69.4,195.0,0,0.01,431.4854874,99.0,0,6.2,0,99.0,4.16,99.0,0.1,4.0,14.9
Developing,69.2,197.0,0,0.01,401.79310449999997,99.0,0,59.5,0,99.0,4.6,99.0,0.1,4.0,14.7
Developing,69.1,2.0,0,2.25,62.08343533,99.0,0,58.7,0,99.0,4.23,99.0,0.1,4.0,14.6
Developing,68.9,23.0,0,2.31,60.65068446,99.0,1,58.0,0,99.0,4.26,99.0,0.1,4.0,14.5
Developing,68.7,26.0,0,1.95,81.04656111,99.0,0,57.3,0,99.0,3.68,99.0,0.1,4.0,14.3
Developing,68.6,29.0,0,2.09,5.889526221000001,99.0,0,56.6,0,99.0,3.74,99.0,0.1,4.1,14.2
Developing,68.5,211.0,0,2.06,52.12416339999999,99.0,136,55.9,0,98.0,3.84,98.0,0.1,4.1,14.0
Developing,68.3,214.0,0,2.02,64.39203443,99.0,0,55.1,0,97.0,3.61,96.0,0.1,4.1,13.9
Developing,68.1,218.0,0,1.63,43.99452464,99.0,37,54.2,0,96.0,3.61,95.0,0.1,4.2,13.4
Developing,68.0,22.0,0,1.76,253.8196705,99.0,305,53.2,0,95.0,3.35,94.0,0.1,4.2,13.3
Developing,67.9,22.0,0,1.85,206.071686,99.0,304,52.2,0,94.0,3.48,93.0,0.1,4.2,13.3
Developing,67.8,221.0,0,1.93,20.711912899999998,98.0,17,51.2,0,92.0,3.28,91.0,0.1,4.3,13.2
Developing,67.7,221.0,0,2.05,31.25834616,98.0,0,5.2,0,91.0,3.87,9.0,0.1,4.3,13.1
Developing,66.0,229.0,2,7.8773333333333335,0.0,8.0,27,36.3,3,79.0,3.1753333333333327,8.0,2.7,6.1,12.6
Developing,65.5,237.0,2,0.01,715.2816938999999,7.0,33,35.8,3,68.0,3.44,7.0,2.8,6.1,12.6
Developing,64.6,255.0,2,8.86,154.8758879,79.0,122,35.2,3,77.0,3.98,79.0,3.7,6.2,12.5
Developing,63.5,276.0,2,8.3,805.3925284,82.0,2,34.6,3,8.0,3.13,82.0,4.9,6.3,12.5
Developing,62.8,289.0,2,8.9,133.5223672,75.0,2,34.1,3,75.0,3.12,75.0,6.0,6.4,12.5
Developing,62.3,294.0,2,8.85,145.318282,67.0,1,33.5,3,68.0,3.41,67.0,7.0,6.5,12.5
Developing,61.7,31.0,2,8.64,52.31086276,79.0,0,33.0,3,74.0,3.43,76.0,8.0,6.7,12.4
Developing,61.6,298.0,2,8.75,11.05422474,82.0,3,32.4,3,81.0,2.54,82.0,8.9,6.8,12.4
Developing,61.6,291.0,2,9.02,545.4389573,75.0,0,31.9,3,78.0,2.86,81.0,10.0,6.9,12.4
Developing,61.4,288.0,2,8.01,40.53719812,52.0,90,31.4,3,44.0,2.88,45.0,10.7,7.1,12.4
Developing,65.0,37.0,2,7.72,353.2438029,28.0,0,3.8,3,44.0,2.76,45.0,10.9,7.2,12.4
Developing,59.7,322.0,2,8.13,443.47506339999995,57.63636363636363,63,3.3,3,44.0,3.26,45.0,11.1,7.4,12.3
Developing,59.7,32.0,2,6.47,352.232365,57.63636363636363,0,29.8,3,44.0,3.48,45.0,11.0,7.5,12.3
Developing,59.7,315.0,2,8.34,22.69039905,57.63636363636363,110,29.2,3,44.0,3.22,45.0,10.7,7.7,12.3
Developing,59.8,37.0,2,9.29,183.69807780000002,57.63636363636363,5129,28.7,3,44.0,3.23,45.0,10.1,7.8,12.3
Developing,61.0,296.0,2,8.87,218.17274730000003,57.63636363636363,15,28.1,3,44.0,2.89,45.0,9.5,8.0,12.2
Developing,74.4,129.0,1,5.623333333333334,0.0,94.0,431,56.2,1,91.0,7.3306666666666676,94.0,0.1,2.7,13.9
Developing,74.5,125.0,1,6.13,221.482875,91.0,3188,55.3,1,91.0,7.42,91.0,0.1,2.7,13.5
Developing,74.5,128.0,1,5.91,180.3787034,96.0,7872,54.4,1,94.0,7.25,93.0,0.1,2.7,13.5
Developing,74.2,13.0,1,7.71,158.2576025,92.0,31,53.6,1,93.0,8.57,92.0,0.1,2.6,13.4
Developing,73.9,127.0,1,8.14,198.94876000000002,89.0,64,52.8,1,88.0,9.38,94.0,0.1,2.6,13.3
Developing,73.8,132.0,1,7.24,194.1732658,95.0,22,52.0,1,88.0,1.5,92.0,0.1,2.6,13.3
Developing,73.2,133.0,1,6.66,18.5314303,54.0,23,51.3,1,93.0,1.19,88.0,0.1,2.6,12.8
Developing,73.9,128.0,1,7.17,151.762567,89.0,56,5.5,1,9.0,8.99,92.0,0.1,2.6,13.1
Developing,74.4,12.0,1,8.65,106.164686,94.0,44,49.9,1,88.0,8.17,98.0,0.1,2.7,12.5
Developing,73.9,126.0,1,6.18,110.11382859999999,84.0,334,49.2,1,89.0,8.39,88.0,0.1,2.7,12.6
Developing,73.9,128.0,1,4.7,9.444875415,79.0,1356,48.6,1,82.0,8.6,82.0,0.1,2.8,12.2
Developing,72.3,134.0,1,3.74,7.132564768,64.0,6847,48.1,1,66.0,8.53,78.0,0.1,2.8,12.0
Developing,72.7,132.0,1,3.36,70.54185252,48.0,216,47.5,2,74.0,8.49,75.0,0.1,2.9,11.8
Developing,71.7,142.0,2,2.72,60.55818291,51.0,199,47.0,2,89.0,8.72,84.0,0.1,2.9,11.8
Developing,73.0,121.0,2,2.76,57.10318825,61.0,35,46.5,2,83.0,7.82,87.0,0.1,3.0,11.7
Developing,71.8,129.0,2,3.28,47.81704183,55.0,50,46.0,2,81.0,6.94,8.0,0.1,3.1,11.4
Developing,62.4,249.0,37,1.2686666666666666,0.0,88.0,23,28.6,52,88.0,4.328666666666667,88.0,0.7,6.2,11.4
Developing,62.1,253.0,37,0.01,97.67794571,98.0,124,28.0,54,93.0,3.56,98.0,0.8,6.4,11.7
Developing,61.9,254.0,38,0.01,28.66897829,9.0,319,27.3,55,91.0,4.63,9.0,0.9,6.6,11.5
Developing,61.6,257.0,39,0.01,151.899429,92.0,1613,26.7,56,91.0,4.79,92.0,0.9,6.7,11.2
Developing,61.2,263.0,40,1.64,225.2219474,91.0,120,26.1,58,91.0,4.81,91.0,1.3,6.9,10.9
Developing,69.0,267.0,40,1.69,195.9824626,94.0,641,25.5,59,94.0,5.33,94.0,1.9,7.1,10.5
Developing,66.0,271.0,41,1.76,30.72290501,94.0,101,24.9,60,94.0,5.17,94.0,2.1,7.3,10.4
Developing,63.0,275.0,41,1.78,161.01064350000001,93.0,82,24.2,61,92.0,4.85,93.0,2.2,7.5,9.8
Developing,59.9,28.0,41,1.25,3.181373629,94.0,6,23.6,61,94.0,5.3,94.0,2.6,7.7,9.1
Developing,59.4,288.0,41,1.7,129.02633640000002,84.0,420,23.0,62,84.0,4.64,84.0,2.9,7.9,8.7
Developing,58.9,296.0,41,1.5,78.71123825,84.0,435,22.4,62,85.0,4.51,84.0,3.1,8.1,8.1
Developing,58.3,34.0,41,1.46,53.23775977,8.0,60,21.8,62,81.0,3.96,8.0,3.2,8.4,7.7
Developing,57.9,38.0,41,1.53,31.09435342,8.0,1939,21.2,63,8.0,3.12,8.0,3.4,8.6,7.9
Developing,57.6,31.0,42,1.6,3.336437969,8.0,12289,2.7,63,8.0,3.7,78.0,3.5,8.8,7.6
Developing,57.4,39.0,42,1.49,25.55981288,67.5,13476,2.1,64,81.0,3.56,79.0,3.5,9.0,8.0
Developing,57.2,38.0,43,1.6,20.65432873,67.5,23068,19.5,65,88.0,3.0,88.0,3.6,9.2,7.7
Developing,73.6,142.0,0,8.843333333333334,0.0,92.0,0,48.4,0,99.0,6.188666666666667,92.0,0.1,3.8,15.8
Developing,73.5,143.0,0,8.42,789.2764615,97.0,0,47.4,0,81.0,6.1,97.0,0.1,3.8,15.8
Developing,73.3,144.0,0,8.25,780.4459281000001,97.0,0,46.5,0,98.0,6.15,97.0,0.1,3.8,15.8
Developing,73.1,146.0,0,8.07,865.9999782,97.0,0,45.6,0,98.0,6.36,97.0,0.1,3.8,15.8
Developing,72.9,15.0,0,7.84,11.56715633,94.0,0,44.7,0,95.0,6.35,95.0,0.1,3.8,15.8
Developing,72.6,154.0,0,7.91,145.84019980000002,97.0,0,43.9,0,94.0,6.41,97.0,0.1,3.8,15.8
Developing,72.4,158.0,0,8.42,146.4384488,99.0,0,43.1,0,99.0,6.24,99.0,0.1,3.8,15.6
Developing,72.1,162.0,0,8.92,754.9597129,99.0,0,42.4,0,99.0,5.76,99.0,0.1,3.8,15.4
Developing,71.9,164.0,0,9.06,95.19375921,96.0,0,41.8,0,96.0,5.88,96.0,0.1,3.9,15.3
Developing,71.7,167.0,0,9.06,662.2663687,91.0,0,41.1,0,91.0,5.99,91.0,0.1,3.9,15.1
Developing,71.5,169.0,0,8.8,119.55486940000002,99.0,0,4.5,0,99.0,5.5,99.0,0.1,3.9,14.9
Developing,73.0,187.0,0,8.43,100.965873,83.0,0,39.9,0,84.0,5.24,83.0,0.1,4.0,14.8
Developing,71.1,173.0,0,9.75,77.9454329,97.0,0,39.4,0,98.0,5.89,97.0,0.1,4.0,14.6
Developing,79.0,176.0,0,10.71,513.3465408,98.0,0,38.8,0,98.0,6.67,98.0,0.1,4.1,14.4
Developing,77.0,178.0,0,9.61,81.11355954,96.0,0,38.2,0,96.0,7.67,96.0,0.1,4.2,14.3
Developing,74.0,182.0,0,9.4,676.5453878,95.46666666666667,0,37.7,0,97.0,6.62,97.0,0.1,4.3,14.1
Developing,71.9,186.0,10,2.268666666666667,0.0,74.0,0,5.6,12,9.0,6.593999999999999,74.0,0.4,1.2,10.7
Developing,71.7,187.0,10,1.88,657.5282797,73.0,0,49.9,13,65.0,6.2,73.0,0.4,1.2,10.7
Developing,71.4,189.0,11,1.93,582.1469582999999,85.0,0,49.3,13,84.0,6.3,85.0,0.4,1.2,10.7
Developing,71.3,189.0,11,2.02,484.7187892,96.0,0,48.6,13,94.0,6.33,96.0,0.4,1.2,10.6
Developing,71.1,193.0,11,2.16,457.77458449999995,88.0,0,47.9,14,88.0,6.28,88.0,0.4,1.2,10.5
Developing,77.0,196.0,12,2.14,443.32482539999995,94.0,0,47.2,14,94.0,6.64,94.0,0.4,1.3,10.5
Developing,76.0,198.0,12,2.14,445.44233710000003,92.0,0,46.5,15,92.0,6.79,92.0,0.4,1.3,10.4
Developing,79.0,19.0,13,2.21,472.2234994,95.0,0,45.9,15,96.0,6.65,95.0,0.4,1.3,10.4
Developing,75.0,192.0,13,2.4,380.96324289999995,85.0,0,45.2,16,85.0,6.86,85.0,0.4,1.3,10.1
Developing,69.7,24.0,14,2.38,352.0244894,89.0,0,44.5,17,9.0,7.7,89.0,0.4,1.4,9.8
Developing,69.2,28.0,14,2.35,41.50845637,87.0,0,43.8,18,87.0,6.79,87.0,0.4,1.4,9.6
Developing,69.6,21.0,15,2.4,288.4016258,87.0909090909091,0,43.1,18,88.0,6.77,87.0,0.4,1.4,9.3
Developing,69.4,24.0,15,2.45,249.32629480000003,87.09090909090908,0,42.4,19,84.0,6.88,84.0,0.4,1.4,9.0
Developing,69.3,21.0,16,2.41,25.25040918,87.09090909090908,0,41.7,20,82.0,6.71,82.0,0.3,1.5,8.8
Developing,68.4,211.0,16,2.53,225.0619956,87.09090909090908,0,41.1,20,78.0,6.76,77.0,0.3,1.5,8.5
Developing,67.7,221.0,17,2.63,238.73698080000003,87.09090909090907,0,4.4,21,8.0,5.25,81.0,0.2,1.6,8.2
Developing,66.2,215.0,0,7.406000000000001,0.0,95.0,0,46.7,1,92.0,6.084,95.0,0.3,5.5,10.3
Developing,66.0,217.0,0,7.64,4.141293345,98.0,0,45.9,1,97.0,5.25,98.0,0.3,5.5,10.3
Developing,65.9,218.0,0,7.56,345.9044258,98.0,0,45.0,1,98.0,5.1,98.0,0.3,5.5,10.3
Developing,65.8,22.0,0,7.57,497.4719464,97.0,0,44.1,1,97.0,6.57,97.0,0.3,5.6,10.6
Developing,65.6,229.0,0,7.56,536.2332523,93.0,0,43.2,1,93.0,6.8,93.0,0.4,5.6,10.3
Developing,65.9,221.0,0,7.52,48.02859441,95.0,0,42.4,1,95.0,6.6,95.0,0.4,5.6,10.2
Developing,66.1,218.0,0,7.49,466.66936979999997,98.0,0,41.6,1,97.0,7.32,98.0,0.3,5.6,10.5
Developing,66.3,218.0,1,7.32,493.32792930000005,93.0,0,4.9,1,93.0,7.46,93.0,0.8,5.6,10.7
Developing,65.7,232.0,1,7.2,362.8702271,94.0,0,4.3,1,94.0,6.45,94.0,1.9,5.7,11.2
Developing,65.2,24.0,1,7.04,170.6325842,93.0,0,39.6,1,92.0,4.67,93.0,1.1,5.7,11.7
Developing,65.0,238.0,1,7.35,17.46405901,93.0,0,39.0,1,93.0,5.83,93.0,1.8,5.7,11.4
Developing,65.1,237.0,1,7.84,1.776181042,91.0,0,38.4,1,91.0,5.73,91.0,1.9,5.8,11.2
Developing,65.3,237.0,1,7.93,16.47949015,9.0,0,37.8,1,91.0,5.97,9.0,2.1,5.8,11.1
Developing,65.3,244.0,1,7.73,10.936338800000001,91.0,0,37.1,1,93.0,5.84,91.0,2.3,5.9,11.0
Developing,65.4,247.0,1,6.71,15.54978677,85.0,0,36.4,1,9.0,5.82,85.0,1.7,5.9,10.9
Developing,65.4,246.0,1,6.63,16.75480888,88.2,0,35.7,1,79.0,5.85,88.0,1.1,5.9,10.9
Developing,74.6,147.0,3,3.0420000000000003,0.0,97.0,0,51.0,4,97.0,8.147333333333332,97.0,0.3,2.1,11.2
Developing,74.5,149.0,3,2.87,345.3776344,97.0,0,5.2,4,97.0,8.72,97.0,0.3,2.1,11.4
Developing,74.3,15.0,4,3.11,311.7553193,97.0,0,49.3,4,97.0,9.15,97.0,0.4,2.2,11.6
Developing,74.1,151.0,4,3.11,363.57216439999996,97.0,0,48.4,4,97.0,9.78,97.0,0.4,2.2,11.6
Developing,73.9,153.0,4,3.1,32.16407994,97.0,0,47.6,5,97.0,8.57,97.0,0.4,2.2,11.7
Developing,73.6,156.0,4,3.1,302.1057507,97.0,0,46.8,5,97.0,8.45,97.0,0.4,2.3,11.5
Developing,73.4,157.0,4,3.08,286.12114460000004,97.0,0,45.9,5,97.0,8.84,97.0,0.5,2.3,11.3
Developing,73.2,159.0,4,3.14,231.9112915,92.0,0,45.1,5,93.0,8.4,93.0,0.6,2.3,11.1
Developing,73.0,16.0,5,3.16,222.4823338,93.0,0,44.3,6,94.0,7.89,94.0,0.7,2.4,10.9
Developing,72.8,161.0,5,3.23,192.92978290000002,94.0,0,43.5,6,94.0,7.63,95.0,0.8,2.4,10.8
Developing,72.5,163.0,5,3.23,203.7134882,97.0,0,42.8,6,98.0,7.81,98.0,0.9,2.5,10.6
Developing,72.2,165.0,5,3.02,188.2499208,93.0,0,42.0,7,94.0,7.89,94.0,1.2,2.6,10.4
Developing,71.9,166.0,6,3.04,194.43357360000002,91.0,0,41.2,7,92.0,8.29,92.0,1.4,2.6,10.3
Developing,71.6,169.0,6,3.09,154.86361609999997,94.0,0,4.4,7,95.0,7.28,95.0,1.5,2.7,10.1
Developing,71.3,171.0,6,2.74,15.36175284,95.0,0,39.6,8,99.0,6.88,96.0,1.6,2.7,9.9
Developing,71.0,174.0,6,2.61,28.80831098,93.0,0,38.8,8,88.0,6.63,94.0,1.7,2.8,9.8
Developing,68.3,181.0,910,1.942,0.0,87.0,90387,18.7,1100,86.0,4.358666666666666,87.0,0.2,26.7,11.6
Developing,68.0,184.0,957,3.07,86.52153895,79.0,79563,18.1,1200,84.0,4.69,85.0,0.2,26.8,11.6
Developing,67.6,187.0,1000,3.11,67.67230438,7.0,13822,17.5,1300,82.0,4.53,83.0,0.2,26.8,11.5
Developing,67.3,19.0,1100,3.1,64.96964491,73.0,18668,17.0,1400,79.0,4.39,82.0,0.2,26.9,11.3
Developing,66.8,193.0,1100,3.0,64.6059005,44.0,33634,16.4,1500,79.0,4.33,82.0,0.2,26.9,10.8
Developing,66.4,196.0,1200,2.77,57.73359864,38.0,31458,15.9,1600,76.0,4.28,79.0,0.2,27.0,10.4
Developing,66.0,2.0,1300,2.5,0.844186331,37.0,56188,15.4,1700,73.0,4.38,74.0,0.2,27.0,10.5
Developing,65.5,23.0,1300,1.93,43.03043312,29.0,44258,14.9,1800,69.0,4.34,7.0,0.3,27.0,10.2
Developing,65.2,26.0,1400,1.59,5.234770323999999,6.0,41144,14.4,1900,67.0,4.23,64.0,0.3,27.1,9.9
Developing,64.8,28.0,1500,1.37,34.85942671,6.0,64185,13.9,2000,66.0,4.25,65.0,0.3,27.1,9.7
Developing,64.4,211.0,1500,1.27,3.5096369,8.0,36711,13.5,2000,65.0,4.28,65.0,0.3,27.2,9.4
Developing,64.0,214.0,1600,1.2,27.33800857,6.0,55443,13.0,2100,58.0,4.22,63.0,0.3,27.2,9.2
Developing,63.7,216.0,1700,1.19,19.4808682,35.0,47147,12.6,2200,57.0,4.3,61.0,0.3,27.3,8.6
Developing,63.3,219.0,1700,1.1,17.81205644,35.0,40044,12.2,2300,58.0,4.4,59.0,0.3,27.4,8.4
Developing,62.9,222.0,1800,1.0,19.00340606,35.0,51780,11.8,2400,58.0,4.5,59.0,0.3,27.5,8.3
Developing,62.5,224.0,1800,0.93,19.26615743,35.0,38835,11.4,2500,57.0,4.26,58.0,0.3,27.7,8.3
Developing,69.1,176.0,114,0.0686666666666667,0.0,78.0,15099,27.4,136,8.0,2.663333333333333,78.0,0.3,1.4,12.9
Developing,68.9,179.0,119,0.09,200.0684443,78.0,12943,26.5,142,8.0,2.85,78.0,0.3,1.4,12.9
Developing,68.7,181.0,124,0.09,22.8478308,85.0,8419,25.6,148,86.0,2.93,85.0,0.3,1.5,12.9
Developing,68.5,183.0,129,0.08,254.46882569999997,83.0,15489,24.7,154,84.0,2.9,83.0,0.3,1.5,12.6
Developing,68.3,185.0,134,0.08,211.8783404,81.0,21893,23.8,161,81.0,2.71,81.0,0.3,1.6,12.3
