status,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling,year_trend
Least_developed,67.0,189.0,27,0.21,70.27113179,82.0,2089,15.4,35,82.0,6.44,82.0,0.2,17.0,10.1,9
Least_developed,66.6,194.0,29,0.2,52.22906505,82.0,1415,14.9,38,82.0,5.84,82.0,0.2,17.2,10.0,8
Least_developed,66.0,21.0,31,0.2,45.87989927,69.0,2838,14.4,41,91.0,5.7,89.0,0.2,17.4,9.6,7
Least_developed,65.4,28.0,33,0.2,4.259752532,41.0,5023,13.9,44,78.0,5.72,75.0,0.2,17.6,9.4,6
Least_developed,64.7,218.0,35,0.21,31.93187316,27.0,12074,13.4,47,8.0,5.82,8.0,0.2,17.8,9.3,5
Least_developed,64.3,22.0,38,0.2,2.79096532,2.0,13344,12.9,50,76.0,5.48,78.0,0.1,18.0,9.2,4
Least_developed,63.1,238.0,40,0.19,23.18394594,65.38461538461539,6749,12.4,54,72.0,5.6,72.0,0.1,18.2,8.6,3
Least_developed,63.2,23.0,43,0.09,21.92813881,65.38461538461539,10849,11.9,58,73.0,5.36,72.0,0.1,18.3,9.0,2
Least_developed,62.5,238.0,46,0.08,17.912336800000002,65.38461538461539,9397,11.4,62,74.0,5.43,74.0,0.1,18.5,8.9,1
Least_developed,61.8,22.0,49,0.09133333333333335,0.0,65.0,7693,19.3,87,65.0,6.577333333333332,65.0,0.4,9.6,5.4,16
Least_developed,61.4,223.0,49,0.01,3.3040398989999997,68.0,1142,18.9,88,67.0,5.82,68.0,0.5,9.8,5.3,15
Least_developed,69.0,227.0,49,0.01,31.50243237,67.0,1224,18.5,89,56.0,5.9,67.0,0.6,1.0,5.3,14
Least_developed,63.0,232.0,49,0.01,29.75517982,71.0,272,18.1,90,71.0,6.11,71.0,0.7,1.3,5.1,13
Least_developed,59.4,241.0,50,0.15,32.22493445,75.0,771,17.7,93,4.0,6.66,75.0,0.7,1.5,4.8,12
Least_developed,58.2,252.0,50,0.12,5.8837605360000005,7.0,372,17.3,95,75.0,6.36,7.0,0.9,1.7,4.5,11
Least_developed,57.1,263.0,51,0.11,5.665405066,71.0,801,16.9,99,71.0,6.98,71.0,1.1,11.0,4.2,10
Least_developed,56.0,272.0,52,0.12,40.37835666,60.57142857142857,1317,16.5,102,68.0,6.76,67.0,1.3,11.2,4.0,9
Least_developed,55.2,276.0,53,0.1,35.80929749,60.57142857142857,282,16.1,106,57.0,6.94,57.0,1.4,11.4,3.8,8
Least_developed,54.5,277.0,54,0.11,43.42193066,60.57142857142857,59,15.7,110,52.0,7.39,51.0,1.5,11.6,3.7,7
Least_developed,53.7,278.0,55,0.11,3.751715442,60.57142857142857,2183,15.4,114,46.0,7.15,45.0,1.6,11.9,3.5,6
Least_developed,52.9,279.0,56,0.11,20.86118432,60.57142857142856,63057,15.0,118,45.0,6.61,43.0,1.6,12.1,3.1,5
Least_developed,52.1,28.0,56,0.1,20.26876572,60.57142857142856,54190,14.6,121,44.0,6.23,41.0,1.6,12.3,3.0,4
Least_developed,51.4,282.0,57,0.1,17.58722718,60.57142857142856,31584,14.3,124,43.0,6.55,39.0,1.6,12.5,2.9,3
Least_developed,56.0,283.0,57,0.11,1.817829717,60.57142857142856,61208,13.9,127,42.0,7.1,36.0,1.6,12.7,2.9,2
Least_developed,50.0,284.0,58,0.1,13.35783844,60.57142857142856,21319,13.6,128,41.0,6.1,34.0,1.5,12.8,2.8,1
Least_developed,66.1,227.0,11,5.635999999999999,0.0,98.0,1,21.4,15,99.0,6.350666666666666,98.0,0.4,5.7,10.8,16
Least_developed,65.7,23.0,12,0.01,7.549797237999999,98.0,10,2.8,16,98.0,7.53,98.0,0.4,5.8,10.8,15
Least_developed,65.2,233.0,12,0.01,11.71090655,98.0,17,2.1,17,98.0,7.69,98.0,0.5,5.9,10.8,14
Least_developed,64.6,239.0,13,0.01,9.774676411,98.0,75,19.5,18,98.0,7.68,98.0,0.7,6.1,10.5,13
Least_developed,63.8,247.0,14,8.34,9.074569426,97.0,31,18.9,20,93.0,7.71,97.0,1.3,6.3,10.2,12
Least_developed,62.8,26.0,16,7.92,63.78723633,97.0,121,18.3,23,93.0,7.91,97.0,2.3,6.5,10.0,11
Least_developed,61.0,288.0,17,7.11,9.165614959,97.0,5,17.7,25,93.0,7.2,97.0,2.8,6.6,10.2,10
Least_developed,68.0,282.0,18,6.39,0.661540371,97.0,6,17.1,28,97.0,7.66,97.0,3.7,6.7,10.4,9
Least_developed,59.6,295.0,20,6.78,7.409771602999999,97.0,26,16.5,30,98.0,8.49,97.0,5.0,6.8,10.1,8
Least_developed,57.6,328.0,22,6.88,78.47020226,99.0,494,15.9,34,99.0,1.2,99.0,6.2,6.8,9.3,7
Least_developed,55.3,37.0,24,7.01,39.44666715,95.0,129,15.4,38,95.0,6.83,95.0,7.1,6.8,8.8,6
Least_developed,53.4,397.0,26,6.75,31.93566186,89.0,386,14.9,42,89.0,6.24,89.0,7.7,6.9,8.2,5
Least_developed,52.0,48.0,29,6.66,33.30286123,96.0,1064,14.5,46,96.0,6.34,96.0,8.1,7.0,7.6,4
Least_developed,57.0,415.0,31,7.82,1.9659778,88.0,2738,14.1,50,85.0,4.18,88.0,8.0,7.2,7.2,3
Least_developed,48.6,438.0,33,5.72,0.38825377200000005,96.0,896,13.7,54,76.0,4.38,77.0,8.1,7.4,7.1,2
Least_developed,48.3,426.0,34,7.13,18.41791804,96.0,2095,13.2,57,9.0,4.22,9.0,8.5,7.6,6.6,1
Least_developed,66.7,188.0,19,0.30933333333333335,0.0,89.0,58,24.3,26,85.0,4.938,89.0,0.3,9.5,9.5,16
Least_developed,66.4,192.0,19,0.26,12.80528533,89.0,32,23.8,27,85.0,4.66,89.0,0.3,9.7,9.1,15
Least_developed,66.0,196.0,20,0.26,11.8385319,92.0,17,23.2,28,89.0,4.51,92.0,0.3,9.9,8.7,14
Least_developed,65.6,2.0,20,0.28,10.20659464,91.0,46,22.7,29,83.0,4.31,91.0,0.4,1.0,8.3,13
Least_developed,64.9,26.0,20,0.32,1.4310516640000002,92.0,18,22.2,31,89.0,4.42,92.0,0.4,1.2,7.9,12
Least_developed,64.3,212.0,21,0.28,1.020071763,89.0,428,21.7,32,76.0,4.62,89.0,0.4,1.4,7.7,11
Least_developed,63.5,219.0,21,0.3,1.177477677,86.0,999,21.2,33,83.0,4.81,86.0,0.5,1.6,7.5,10
Least_developed,62.8,225.0,22,0.28,1.08833088,88.0,6,2.8,34,87.0,4.94,88.0,0.6,1.8,7.1,9
Least_developed,62.1,23.0,22,0.32,8.309152927000001,94.0,11,2.3,36,93.0,4.72,94.0,0.7,11.0,6.8,8
Least_developed,61.3,236.0,23,0.34,10.43022617,89.0,3,19.9,38,89.0,5.44,89.0,0.7,11.2,6.6,7
Least_developed,65.0,242.0,23,0.33,96.03725103,84.0,0,19.5,40,84.0,5.35,84.0,0.7,11.4,6.4,6
Least_developed,59.7,247.0,24,0.35,66.02236299,54.0,31,19.1,42,87.0,5.68,87.0,0.7,11.6,6.2,5
Least_developed,59.0,251.0,25,0.33,62.21977893,86.41666666666667,1519,18.7,44,73.0,5.4,73.0,0.7,11.8,5.9,4
Least_developed,58.4,252.0,25,0.36,49.73511396,86.41666666666667,18184,18.3,47,6.0,5.6,6.0,0.7,12.0,5.7,3
Least_developed,57.9,251.0,26,0.34,6.064221202000001,86.41666666666667,24789,17.9,49,49.0,4.98,52.0,0.6,12.1,5.4,2
Least_developed,57.5,25.0,27,0.29,5.397368532000001,86.41666666666669,5839,17.5,50,49.0,4.63,52.0,0.5,12.3,5.2,1
Least_developed,55.0,312.0,50,0.01,0.0,42.0,7497,24.3,80,47.0,5.412087962962956,42.0,0.7,6.6,8.517708333333331,16
Least_developed,54.3,321.0,51,0.01,0.0,42.0,10229,23.8,80,47.0,5.412087962962956,42.0,0.8,6.7,8.517708333333331,15
Least_developed,54.2,318.0,51,0.01,0.0,42.0,3173,23.3,81,47.0,5.412087962962956,42.0,0.8,6.8,8.517708333333331,14
Least_developed,53.1,336.0,51,0.01,0.0,42.0,9983,22.9,82,47.0,5.412087962962956,42.0,0.8,6.8,8.517708333333331,13
Least_developed,53.1,329.0,51,0.01,0.0,42.0,17298,22.4,82,49.0,5.412087962962956,41.0,0.8,6.9,8.517708333333331,12
Least_developed,52.4,336.0,52,0.01,0.0,42.0,115,22.0,83,49.0,5.412087962962956,45.0,0.8,7.0,8.517708333333331,11
Least_developed,52.2,335.0,52,0.01,0.0,42.0,13,21.5,84,41.0,5.412087962962956,42.0,0.8,7.1,8.517708333333331,10
Least_developed,51.9,336.0,52,0.01,0.0,42.0,1081,21.1,84,4.0,5.412087962962956,31.0,0.9,7.2,8.517708333333331,9
Least_developed,51.5,34.0,52,0.01,0.0,42.0,1149,2.7,84,4.0,5.412087962962956,4.0,0.9,7.3,8.517708333333331,8
Least_developed,51.5,337.0,51,0.01,0.0,42.0,7,2.2,83,26.0,5.412087962962956,26.0,0.9,7.4,8.517708333333331,7
Least_developed,51.6,334.0,50,0.01,0.0,42.0,0,19.8,82,35.0,5.412087962962956,35.0,0.9,7.5,8.517708333333331,6
Least_developed,51.2,341.0,49,0.01,0.0,42.0,12008,19.4,80,3.0,5.412087962962956,3.0,0.9,7.6,8.517708333333331,5
Least_developed,51.1,344.0,48,0.01,0.0,42.0,8257,19.0,78,4.0,5.412087962962956,4.0,0.9,7.7,8.517708333333331,4
Least_developed,58.0,348.0,47,0.01,0.0,42.0,9559,18.6,77,4.0,5.412087962962956,4.0,0.9,7.8,8.517708333333331,3
Least_developed,57.0,352.0,46,0.01,0.0,42.0,3571,18.2,75,33.0,5.412087962962956,33.0,0.8,7.9,8.517708333333331,2
Least_developed,55.0,355.0,45,0.01,0.0,42.0,3965,17.8,74,37.0,5.412087962962956,33.0,0.8,8.0,8.517708333333331,1
Least_developed,64.1,225.0,58,1.458,0.0,93.0,3585,20.937673611111105,85,93.0,5.695333333333335,93.0,0.3,8.26649305555555,7.2,16
Least_developed,63.8,229.0,59,0.01,253.6086508,94.0,676,20.937673611111105,86,94.0,8.43,94.0,0.3,8.26649305555555,7.2,15
Least_developed,63.5,232.0,60,0.01,227.8353208,93.0,2813,20.937673611111105,88,93.0,8.42,93.0,0.3,8.26649305555555,7.0,14
Least_developed,63.2,235.0,61,0.01,220.522192,92.0,8523,20.937673611111105,89,92.0,8.2,92.0,0.3,8.26649305555555,6.8,13
Least_developed,62.7,241.0,61,2.12,196.68921530000003,93.0,5616,20.937673611111105,91,93.0,8.3,93.0,0.3,8.26649305555555,7.0,12
Least_developed,62.5,243.0,62,1.77,172.00978840000002,75.0,680,20.937673611111105,92,9.0,7.97,9.0,0.3,8.26649305555555,7.0,11
Least_developed,62.0,248.0,63,1.99,17.053692899999998,72.0,68,20.937673611111105,94,81.0,8.4,81.0,0.3,8.26649305555555,6.8,10
Least_developed,61.8,251.0,64,2.01,128.6362711,78.0,129,20.937673611111105,95,85.0,8.17,86.0,0.3,8.26649305555555,6.3,9
Least_developed,61.4,254.0,65,2.01,86.13166944,78.0,327,20.937673611111105,97,84.0,4.72,84.0,0.3,8.26649305555555,6.4,8
Least_developed,61.0,26.0,66,1.9,60.3368571,6.0,228,20.937673611111105,99,77.0,3.93,78.0,0.2,8.26649305555555,6.2,7
Least_developed,67.0,261.0,66,1.55,37.59039592,22.0,1374,20.937673611111105,101,78.0,3.18,78.0,0.2,8.26649305555555,6.1,6
Least_developed,59.7,278.0,68,1.59,37.04479956,72.36363636363636,9562,20.937673611111105,102,74.0,3.39,74.0,0.2,8.26649305555555,5.7,5
Least_developed,59.6,278.0,69,1.74,35.35264737,72.36363636363636,4381,20.937673611111105,104,69.0,3.18,69.0,0.2,8.26649305555555,5.6,4
Least_developed,59.4,277.0,70,1.59,30.62287548,72.36363636363636,4529,20.937673611111105,106,6.0,2.95,6.0,0.2,8.26649305555555,5.6,3
Least_developed,58.9,283.0,71,1.81,28.88069657,72.36363636363636,4362,20.937673611111105,108,66.0,2.96,66.0,0.2,8.26649305555555,5.6,2
Least_developed,58.6,284.0,71,1.76,30.86000992,72.36363636363636,2875,20.937673611111105,109,62.0,3.23,62.0,0.1,8.26649305555555,5.5,1
Least_developed,59.9,287.0,13,0.9473333333333332,0.0,88.0,20,24.3,20,88.0,5.243333333333334,88.0,1.0,6.5,12.0,16
Least_developed,59.7,285.0,13,0.01,4.877350139,87.0,577,23.7,20,85.0,5.25,87.0,1.0,6.6,12.0,15
Least_developed,59.4,287.0,14,0.01,48.73047089,84.0,564,23.1,20,84.0,5.12,84.0,1.5,6.8,12.0,14
Least_developed,58.9,294.0,14,0.01,41.60027954,84.0,238,22.6,21,84.0,5.11,84.0,1.7,7.0,12.0,13
Least_developed,58.3,34.0,14,1.44,39.08258546,85.0,187,22.0,21,85.0,5.21,85.0,2.6,7.1,11.5,12
Least_developed,57.4,323.0,14,1.21,41.96145465,83.0,120,21.4,21,83.0,5.37,83.0,3.8,7.3,11.0,11
Least_developed,56.7,336.0,14,1.24,77.09551224,78.0,425,2.9,22,78.0,6.64,78.0,4.3,7.5,10.6,10
Least_developed,56.2,344.0,14,1.33,69.35924758,24.0,187,2.4,22,8.0,5.73,81.0,4.8,7.7,10.1,9
Least_developed,55.9,344.0,14,1.37,0.6756829390000001,76.625,8,19.8,22,72.0,5.55,82.0,5.1,7.9,10.6,8
Least_developed,55.7,345.0,15,1.37,6.226048785,76.625,26,19.3,22,85.0,5.56,84.0,5.0,8.1,10.2,7
Least_developed,55.0,357.0,15,1.14,36.62174288,76.625,38,18.9,22,8.0,5.17,82.0,5.0,8.4,10.1,6
Least_developed,54.9,355.0,15,1.01,3.989928468,76.625,61,18.4,22,71.0,5.6,71.0,5.1,8.6,10.0,5
Least_developed,54.7,355.0,15,1.02,2.995959823,76.625,295,17.9,22,72.0,5.0,72.0,5.2,8.8,9.9,4
Least_developed,54.7,351.0,15,1.0,1.995182912,76.625,363,17.5,22,58.0,4.7,59.0,5.3,9.0,9.7,3
Least_developed,54.6,345.0,14,0.95,2.0485748740000003,76.625,1833,17.1,22,51.0,4.29,5.0,5.3,9.2,9.4,2
Least_developed,54.6,339.0,14,1.1,2.02964427,76.625,3578,16.6,22,63.0,4.35,64.0,5.1,9.4,9.3,1
Least_developed,62.3,291.0,66,8.050666666666666,0.0,78.0,478,18.5,93,82.0,8.542000000000002,78.0,3.1,5.6,10.0,16
Least_developed,61.5,38.0,68,0.01,14.16770158,78.0,314,18.1,97,82.0,7.22,78.0,3.2,5.7,10.0,15
Least_developed,67.0,325.0,71,0.01,90.76144414,78.0,7878,17.6,103,82.0,7.47,78.0,4.0,5.7,10.0,14
Least_developed,60.0,339.0,73,0.01,92.88697859,78.0,2027,17.2,109,82.0,7.58,78.0,4.6,5.8,10.0,13
Least_developed,59.3,347.0,76,10.22,94.49686776,82.0,3312,16.7,114,82.0,9.9,82.0,6.8,5.9,10.7,12
Least_developed,58.4,362.0,79,10.03,116.202964,8.0,1313,16.3,119,79.0,11.2,8.0,8.0,6.0,10.9,11
Least_developed,57.5,378.0,82,9.63,87.04534954,79.0,1601,15.9,124,78.0,8.43,79.0,8.1,6.1,10.8,10
Least_developed,56.3,41.0,84,9.79,72.85023656,71.0,1319,15.6,130,69.0,9.1,71.0,8.2,6.2,10.6,9
Least_developed,55.5,41.0,88,9.65,6.002527685,73.0,3776,15.2,137,7.0,9.76,73.0,8.4,6.3,10.3,8
Least_developed,54.9,41.0,93,9.81,50.83901418,64.0,5736,14.8,145,62.0,9.86,64.0,8.6,6.4,10.6,7
Least_developed,53.2,446.0,99,10.09,44.52614001,64.0,22,14.5,155,59.0,9.36,64.0,8.7,6.5,10.9,6
Least_developed,51.3,485.0,104,9.89,36.60609252,62.0,141,14.2,164,58.0,8.9,62.0,8.9,6.6,11.6,5
Least_developed,51.0,53.0,109,10.16,4.426792406000001,44.0,29429,13.9,173,57.0,7.54,59.0,9.4,6.7,11.5,4
Least_developed,48.8,523.0,112,10.42,2.690897842,29.0,49871,13.6,181,57.0,7.78,57.0,10.0,6.8,11.0,3
Least_developed,47.7,539.0,115,10.57,26.97625217,63.42857142857143,48543,13.3,187,56.0,7.26,55.0,10.8,6.9,10.8,2
Least_developed,46.6,554.0,116,10.47,22.59447461,63.42857142857143,42554,13.0,191,55.0,6.77,52.0,11.6,7.0,9.8,1
Least_developed,72.0,13.0,0,0.8066666666666665,0.0,64.0,39,53.3,0,65.0,3.9286666666666665,64.0,0.1,1.5,10.8,16
Least_developed,71.7,134.0,0,0.01,564.8167043,64.0,10,52.5,0,65.0,5.2,64.0,0.1,1.5,10.8,15
Least_developed,71.6,135.0,0,0.01,447.54564500000004,64.0,0,51.7,0,65.0,3.92,64.0,0.1,1.5,10.8,14
Least_developed,71.4,138.0,0,0.01,427.98852220000003,64.0,0,5.8,0,65.0,3.7,64.0,0.1,1.5,10.8,13
Least_developed,71.2,141.0,0,0.85,457.97317419999996,63.0,0,49.9,0,65.0,3.85,65.0,0.1,1.5,10.8,12
Least_developed,71.0,145.0,0,0.91,471.8626525,62.0,0,49.1,0,66.0,4.71,65.0,0.1,1.5,10.8,11
Least_developed,78.0,149.0,0,0.83,361.09409839999995,62.0,0,48.2,0,66.0,3.9,66.0,0.1,1.5,10.7,10
Least_developed,75.0,153.0,0,1.18,345.339056,61.0,0,47.4,0,66.0,3.66,67.0,0.1,1.5,10.7,9
Least_developed,73.0,157.0,0,1.01,342.49085560000003,6.0,0,46.6,0,67.0,3.67,67.0,0.1,1.6,10.7,8
Least_developed,71.0,161.0,0,1.0,43.19780767,59.0,0,45.7,0,67.0,3.96,68.0,0.1,1.6,10.6,7
Least_developed,69.9,165.0,0,0.88,337.2942846,61.0,3,44.9,0,67.0,3.87,68.0,0.1,1.6,10.6,6
Least_developed,69.6,169.0,0,0.85,334.1673373,63.0,0,44.1,0,67.0,4.12,69.0,0.1,1.6,10.7,5
Least_developed,69.4,173.0,0,1.2,27.29839073,64.0,165,43.3,0,67.0,4.2,69.0,0.1,1.6,10.4,4
Least_developed,69.3,176.0,0,1.24,171.1373611,66.0,101,42.6,0,67.0,3.52,7.0,0.1,1.7,10.2,3
Least_developed,69.1,179.0,0,0.91,163.105292,68.0,7,41.9,0,67.0,3.37,7.0,0.1,1.7,10.1,2
Least_developed,69.0,18.0,0,1.21,21.90075232,7.0,9,41.1,0,67.0,3.28,71.0,0.1,1.7,9.6,1
Least_developed,65.7,224.0,37,0.04733333333333333,0.0,69.0,468,41.3,47,63.0,5.005333333333334,69.0,0.1,13.6,9.0,16
Least_developed,65.4,228.0,37,0.01,0.0,73.0,815,4.4,47,67.0,5.64,73.0,0.1,13.7,9.0,15
Least_developed,65.4,226.0,36,0.04,0.0,73.0,400,39.6,46,67.0,5.78,73.0,0.1,13.7,9.0,14
Least_developed,64.7,236.0,36,0.04,0.0,67.0,2177,38.7,46,68.0,5.73,67.0,0.1,13.7,9.0,13
Least_developed,64.6,234.0,35,0.04,0.0,69.0,2676,37.9,45,69.0,5.4,69.0,0.1,13.7,8.6,12
Least_developed,64.4,233.0,35,0.06,0.0,76.0,510,37.2,45,77.0,5.17,76.0,0.1,13.7,8.5,11
Least_developed,64.1,235.0,36,0.03,0.0,76.0,130,36.4,46,76.0,5.32,76.0,0.1,13.8,8.4,10
Least_developed,63.8,238.0,37,0.04,0.0,78.0,7,35.7,47,78.0,5.12,78.0,0.1,13.8,8.5,9
Least_developed,63.4,24.0,38,0.05,0.0,79.0,13,35.1,49,79.0,4.92,79.0,0.1,13.8,8.6,8
Least_developed,63.0,242.0,39,0.04,0.0,78.0,8079,34.5,51,78.0,4.82,78.0,0.1,13.9,8.7,7
Least_developed,62.6,245.0,40,0.04,0.0,8.0,6285,33.9,53,8.0,4.58,79.0,0.1,13.9,8.6,6
Least_developed,62.2,247.0,42,0.06,0.0,43.0,12708,33.3,56,72.0,4.9,72.0,0.1,13.9,8.4,5
Least_developed,61.9,249.0,43,0.04,0.0,38.0,8536,32.7,58,61.0,5.0,61.0,0.1,14.0,8.2,4
Least_developed,61.5,25.0,45,0.07,0.0,31.0,890,32.2,61,64.0,4.22,65.0,0.1,14.0,8.0,3
Least_developed,61.1,251.0,46,0.08,0.0,19.0,485,31.7,63,73.0,4.34,73.0,0.1,14.0,7.9,2
Least_developed,68.0,252.0,48,0.07,0.0,14.0,0,31.2,66,74.0,4.14,74.0,0.1,14.1,7.7,1
Least_developed,61.8,33.0,27,2.2393333333333336,0.0,9.0,9,23.4,40,9.0,5.823999999999999,9.0,4.1,6.3,12.5,16
Least_developed,61.1,314.0,28,0.01,196.6675768,86.0,9,22.8,41,78.0,4.99,86.0,4.3,6.3,12.5,15
Least_developed,63.0,328.0,29,2.41,20.62306285,79.0,35,22.3,42,74.0,4.99,79.0,4.8,6.4,12.5,14
Least_developed,59.2,349.0,29,2.59,196.9152496,78.0,896,21.7,43,7.0,4.91,78.0,5.6,6.5,12.3,13
Least_developed,58.2,366.0,29,2.57,183.04616950000002,81.0,13234,21.2,44,83.0,4.26,81.0,6.3,6.6,12.0,12
Least_developed,58.0,363.0,30,2.47,184.3649102,83.0,15754,2.7,45,8.0,4.41,83.0,6.8,6.7,11.8,11
Least_developed,57.4,368.0,30,2.3,143.86988730000002,94.0,26,2.2,47,93.0,4.73,94.0,9.1,6.7,11.6,10
Least_developed,55.7,45.0,31,2.12,153.6783754,87.0,140,19.7,49,9.0,4.87,87.0,11.9,6.8,11.4,9
Least_developed,52.6,487.0,32,2.08,10.85148218,8.0,535,19.2,51,77.0,4.37,8.0,13.6,6.9,11.1,8
Least_developed,58.0,526.0,33,2.25,1.8600037390000002,81.0,459,18.8,52,83.0,6.11,81.0,15.9,7.0,10.9,7
Least_developed,49.3,554.0,34,2.33,121.87933100000001,82.0,45,18.4,55,84.0,7.56,82.0,17.0,7.1,10.7,6
Least_developed,47.9,578.0,36,2.46,8.369851529,69.81818181818181,35,18.0,59,84.0,7.33,83.0,17.6,7.2,10.5,5
Least_developed,46.4,64.0,39,2.33,65.78997404,69.81818181818181,881,17.6,62,85.0,8.18,83.0,18.2,7.3,10.2,4
Least_developed,45.5,69.0,41,2.44,54.04348047,69.81818181818181,25036,17.3,66,85.0,6.93,84.0,18.4,7.4,10.0,3
Least_developed,44.6,611.0,43,2.61,46.83027463,69.8181818181818,16997,17.1,70,86.0,6.56,85.0,18.6,7.4,9.8,2
Least_developed,43.8,614.0,44,2.62,45.61688038,69.8181818181818,30930,16.8,72,85.0,7.16,85.0,18.7,7.5,9.6,1
